orbit	term_id	term_label	pValue	fdr	fold_enrichment	expected	number_in_list	number_in_reference	plus_minus
1	GO:0016209	antioxidant activity	3.0260042710419175e-44	9.416925291482448e-41	51.319974391805374	0.5650821214094495	29	55	+
1	GO:0004601	peroxidase activity	2.927064917430982e-33	3.0363420076817387e-30	49.79724860792663	0.4417914767382968	22	43	+
1	GO:0016684	oxidoreductase activity, acting on peroxide as acceptor	2.927064917430982e-33	4.554513011522608e-30	49.79724860792663	0.4417914767382968	22	43	+
1	GO:0016491	oxidoreductase activity	2.3347455695671227e-20	1.8164320531232216e-17	6.258168299134911	6.072064250054265	38	591	+
1	GO:0051920	peroxiredoxin activity	2.6490794815296316e-18	1.6487870693040425e-15	74.86998916576381	0.13356486506041532	10	13	+
1	GO:0140824	thioredoxin-dependent peroxiredoxin activity	1.0178572751842708e-16	5.279286400622418e-14	97.33098591549296	0.08219376311410173	8	8	+
1	GO:0046906	tetrapyrrole binding	4.209910922572447e-13	1.6376553488806818e-10	11.708990786826222	1.3664713117719411	16	133	+
1	GO:0020037	heme binding	3.735681978398019e-13	1.6607774738249479e-10	11.797695262483995	1.3561970913826786	16	132	+
1	GO:0008379	thioredoxin peroxidase activity	1.0579972751715963e-12	3.6583194670377865e-10	97.33098591549296	0.0616453223355763	6	6	+
1	GO:0003824	catalytic activity	1.3086642761269883e-11	4.0725632273071875e-09	1.9926843699795154	38.64134288401708	77	3761	+
1	GO:0004707	MAP kinase activity	2.203732875699666e-09	6.234560644706691e-07	69.52213279678068	0.07191954272483901	5	7	+
1	GO:0004784	superoxide dismutase activity	1.0682698657520696e-08	2.557273709400339e-06	97.33098591549296	0.041096881557050866	4	4	+
1	GO:0016721	oxidoreductase activity, acting on superoxide radicals as acceptor	1.0682698657520696e-08	2.770379851850367e-06	97.33098591549296	0.041096881557050866	4	4	+
1	GO:0016667	oxidoreductase activity, acting on a sulfur group of donors	1.9116626576822702e-08	4.2493529933623035e-06	16.927127985303123	0.4726141379060849	8	46	+
